Mutation,Supression,Addition,Nb de générations
3.0,2.789473684210526,1.3157894736842106,301
3.0,2.789473684210526,1.368421052631579,71
3.0,2.789473684210526,1.4210526315789473,290
3.0,2.789473684210526,1.4736842105263157,135
3.0,2.789473684210526,1.526315789473684,301
3.0,2.789473684210526,1.5789473684210527,301
3.0,2.789473684210526,1.631578947368421,209
3.0,2.789473684210526,1.6842105263157894,250
3.0,2.789473684210526,1.736842105263158,301
3.0,2.789473684210526,1.7894736842105263,143
3.0,2.789473684210526,1.8421052631578947,301
3.0,2.789473684210526,1.894736842105263,47
3.0,2.789473684210526,1.9473684210526314,255
3.0,2.789473684210526,2.0,259
3.0,2.894736842105263,1.0,148
3.0,2.894736842105263,1.0526315789473684,301
3.0,2.894736842105263,1.1052631578947367,69
3.0,2.894736842105263,1.1578947368421053,301
3.0,2.894736842105263,1.2105263157894737,236
3.0,2.894736842105263,1.263157894736842,264
3.0,2.894736842105263,1.3157894736842106,275
3.0,2.894736842105263,1.368421052631579,288
3.0,2.894736842105263,1.4210526315789473,301
3.0,2.894736842105263,1.4736842105263157,178
3.0,2.894736842105263,1.526315789473684,237
3.0,2.894736842105263,1.5789473684210527,276
3.0,2.894736842105263,1.631578947368421,102
3.0,2.894736842105263,1.6842105263157894,57
3.0,2.894736842105263,1.736842105263158,244
3.0,2.894736842105263,1.7894736842105263,194
3.0,2.894736842105263,1.8421052631578947,301
3.0,2.894736842105263,1.894736842105263,113
3.0,2.894736842105263,1.9473684210526314,121
3.0,2.894736842105263,2.0,301
3.0,3.0,1.0,301
3.0,3.0,1.0526315789473684,77
3.0,3.0,1.1052631578947367,301
3.0,3.0,1.1578947368421053,145
3.0,3.0,1.2105263157894737,113
3.0,3.0,1.263157894736842,178
3.0,3.0,1.3157894736842106,156
3.0,3.0,1.368421052631579,289
3.0,3.0,1.4210526315789473,149
3.0,3.0,1.4736842105263157,86
3.0,3.0,1.526315789473684,301
3.0,3.0,1.5789473684210527,260
3.0,3.0,1.631578947368421,301
3.0,3.0,1.6842105263157894,149
3.0,3.0,1.736842105263158,185
3.0,3.0,1.7894736842105263,75
3.0,3.0,1.8421052631578947,301
3.0,3.0,1.894736842105263,264
3.0,3.0,1.9473684210526314,223
3.0,3.0,2.0,167
3.1052631578947367,1.0,1.0,172
3.1052631578947367,1.0,1.0526315789473684,164
3.1052631578947367,1.0,1.1052631578947367,134
3.1052631578947367,1.0,1.1578947368421053,301
3.1052631578947367,1.0,1.2105263157894737,301
3.1052631578947367,1.0,1.263157894736842,283
3.1052631578947367,1.0,1.3157894736842106,298
3.1052631578947367,1.0,1.368421052631579,301
3.1052631578947367,1.0,1.4210526315789473,301
3.1052631578947367,1.0,1.4736842105263157,157
3.1052631578947367,1.0,1.526315789473684,110
3.1052631578947367,1.0,1.5789473684210527,224
3.1052631578947367,1.0,1.631578947368421,111
3.1052631578947367,1.0,1.6842105263157894,301
3.1052631578947367,1.0,1.736842105263158,291
3.1052631578947367,1.0,1.7894736842105263,171
3.1052631578947367,1.0,1.8421052631578947,194
3.1052631578947367,1.0,1.894736842105263,127
3.1052631578947367,1.0,1.9473684210526314,97
3.1052631578947367,1.0,2.0,197
3.1052631578947367,1.1052631578947367,1.0,77
3.1052631578947367,1.1052631578947367,1.0526315789473684,194
3.1052631578947367,1.1052631578947367,1.1052631578947367,301
3.1052631578947367,1.1052631578947367,1.1578947368421053,236
3.1052631578947367,1.1052631578947367,1.2105263157894737,141
3.1052631578947367,1.1052631578947367,1.263157894736842,301
3.1052631578947367,1.1052631578947367,1.3157894736842106,195
3.1052631578947367,1.1052631578947367,1.368421052631579,75
3.1052631578947367,1.1052631578947367,1.4210526315789473,301
3.1052631578947367,1.1052631578947367,1.4736842105263157,296
3.1052631578947367,1.1052631578947367,1.526315789473684,301
3.1052631578947367,1.1052631578947367,1.5789473684210527,301
3.1052631578947367,1.1052631578947367,1.631578947368421,301
3.1052631578947367,1.1052631578947367,1.6842105263157894,108
3.1052631578947367,1.1052631578947367,1.736842105263158,161
3.1052631578947367,1.1052631578947367,1.7894736842105263,301
3.1052631578947367,1.1052631578947367,1.8421052631578947,296
3.1052631578947367,1.1052631578947367,1.894736842105263,301
3.1052631578947367,1.1052631578947367,1.9473684210526314,138
3.1052631578947367,1.1052631578947367,2.0,195
3.1052631578947367,1.2105263157894737,1.0,262
3.1052631578947367,1.2105263157894737,1.0526315789473684,301
3.1052631578947367,1.2105263157894737,1.1052631578947367,301
3.1052631578947367,1.2105263157894737,1.1578947368421053,109
3.1052631578947367,1.2105263157894737,1.2105263157894737,62
3.1052631578947367,1.2105263157894737,1.263157894736842,254
3.1052631578947367,1.2105263157894737,1.3157894736842106,120
3.1052631578947367,1.2105263157894737,1.368421052631579,269
3.1052631578947367,1.2105263157894737,1.4210526315789473,211
3.1052631578947367,1.2105263157894737,1.4736842105263157,243
3.1052631578947367,1.2105263157894737,1.526315789473684,301
3.1052631578947367,1.2105263157894737,1.5789473684210527,211
3.1052631578947367,1.2105263157894737,1.631578947368421,189
3.1052631578947367,1.2105263157894737,1.6842105263157894,59
3.1052631578947367,1.2105263157894737,1.736842105263158,301
3.1052631578947367,1.2105263157894737,1.7894736842105263,148
3.1052631578947367,1.2105263157894737,1.8421052631578947,301
3.1052631578947367,1.2105263157894737,1.894736842105263,45
3.1052631578947367,1.2105263157894737,1.9473684210526314,213
3.1052631578947367,1.2105263157894737,2.0,170
3.1052631578947367,1.3157894736842106,1.0,144
3.1052631578947367,1.3157894736842106,1.0526315789473684,228
3.1052631578947367,1.3157894736842106,1.1052631578947367,194
3.1052631578947367,1.3157894736842106,1.1578947368421053,181
3.1052631578947367,1.3157894736842106,1.2105263157894737,262
3.1052631578947367,1.3157894736842106,1.263157894736842,62
3.1052631578947367,1.3157894736842106,1.3157894736842106,77
3.1052631578947367,1.3157894736842106,1.368421052631579,213
3.1052631578947367,1.3157894736842106,1.4210526315789473,301
3.1052631578947367,1.3157894736842106,1.4736842105263157,251
3.1052631578947367,1.3157894736842106,1.526315789473684,301
3.1052631578947367,1.3157894736842106,1.5789473684210527,254
3.1052631578947367,1.3157894736842106,1.631578947368421,301
3.1052631578947367,1.3157894736842106,1.6842105263157894,301
3.1052631578947367,1.3157894736842106,1.736842105263158,174
3.1052631578947367,1.3157894736842106,1.7894736842105263,215
3.1052631578947367,1.3157894736842106,1.8421052631578947,301
3.1052631578947367,1.3157894736842106,1.894736842105263,122
3.1052631578947367,1.3157894736842106,1.9473684210526314,224
3.1052631578947367,1.3157894736842106,2.0,49
3.1052631578947367,1.4210526315789473,1.0,171
3.1052631578947367,1.4210526315789473,1.0526315789473684,301
3.1052631578947367,1.4210526315789473,1.1052631578947367,73
3.1052631578947367,1.4210526315789473,1.1578947368421053,89
3.1052631578947367,1.4210526315789473,1.2105263157894737,199
3.1052631578947367,1.4210526315789473,1.263157894736842,140
3.1052631578947367,1.4210526315789473,1.3157894736842106,78
3.1052631578947367,1.4210526315789473,1.368421052631579,301
3.1052631578947367,1.4210526315789473,1.4210526315789473,301
3.1052631578947367,1.4210526315789473,1.4736842105263157,301
3.1052631578947367,1.4210526315789473,1.526315789473684,186
3.1052631578947367,1.4210526315789473,1.5789473684210527,301
3.1052631578947367,1.4210526315789473,1.631578947368421,164
3.1052631578947367,1.4210526315789473,1.6842105263157894,60
3.1052631578947367,1.4210526315789473,1.736842105263158,166
3.1052631578947367,1.4210526315789473,1.7894736842105263,301
3.1052631578947367,1.4210526315789473,1.8421052631578947,159
3.1052631578947367,1.4210526315789473,1.894736842105263,109
3.1052631578947367,1.4210526315789473,1.9473684210526314,195
3.1052631578947367,1.4210526315789473,2.0,123
3.1052631578947367,1.526315789473684,1.0,301
3.1052631578947367,1.526315789473684,1.0526315789473684,184
3.1052631578947367,1.526315789473684,1.1052631578947367,96
3.1052631578947367,1.526315789473684,1.1578947368421053,43
3.1052631578947367,1.526315789473684,1.2105263157894737,191
3.1052631578947367,1.526315789473684,1.263157894736842,176
3.1052631578947367,1.526315789473684,1.3157894736842106,134
3.1052631578947367,1.526315789473684,1.368421052631579,140
3.1052631578947367,1.526315789473684,1.4210526315789473,209
3.1052631578947367,1.526315789473684,1.4736842105263157,301
3.1052631578947367,1.526315789473684,1.526315789473684,135
3.1052631578947367,1.526315789473684,1.5789473684210527,301
3.1052631578947367,1.526315789473684,1.631578947368421,169
3.1052631578947367,1.526315789473684,1.6842105263157894,245
3.1052631578947367,1.526315789473684,1.736842105263158,301
3.1052631578947367,1.526315789473684,1.7894736842105263,167
3.1052631578947367,1.526315789473684,1.8421052631578947,131
3.1052631578947367,1.526315789473684,1.894736842105263,301
3.1052631578947367,1.526315789473684,1.9473684210526314,249
3.1052631578947367,1.526315789473684,2.0,301
3.1052631578947367,1.631578947368421,1.0,206
3.1052631578947367,1.631578947368421,1.0526315789473684,207
3.1052631578947367,1.631578947368421,1.1052631578947367,301
3.1052631578947367,1.631578947368421,1.1578947368421053,58
3.1052631578947367,1.631578947368421,1.2105263157894737,133
3.1052631578947367,1.631578947368421,1.263157894736842,144
3.1052631578947367,1.631578947368421,1.3157894736842106,100
3.1052631578947367,1.631578947368421,1.368421052631579,168
3.1052631578947367,1.631578947368421,1.4210526315789473,301
3.1052631578947367,1.631578947368421,1.4736842105263157,301
3.1052631578947367,1.631578947368421,1.526315789473684,301
3.1052631578947367,1.631578947368421,1.5789473684210527,231
3.1052631578947367,1.631578947368421,1.631578947368421,216
3.1052631578947367,1.631578947368421,1.6842105263157894,285
3.1052631578947367,1.631578947368421,1.736842105263158,213
3.1052631578947367,1.631578947368421,1.7894736842105263,85
3.1052631578947367,1.631578947368421,1.8421052631578947,202
3.1052631578947367,1.631578947368421,1.894736842105263,106
3.1052631578947367,1.631578947368421,1.9473684210526314,87
3.1052631578947367,1.631578947368421,2.0,88
3.1052631578947367,1.736842105263158,1.0,118
3.1052631578947367,1.736842105263158,1.0526315789473684,301
3.1052631578947367,1.736842105263158,1.1052631578947367,76
3.1052631578947367,1.736842105263158,1.1578947368421053,215
3.1052631578947367,1.736842105263158,1.2105263157894737,240
3.1052631578947367,1.736842105263158,1.263157894736842,223
3.1052631578947367,1.736842105263158,1.3157894736842106,120
3.1052631578947367,1.736842105263158,1.368421052631579,213
3.1052631578947367,1.736842105263158,1.4210526315789473,301
3.1052631578947367,1.736842105263158,1.4736842105263157,301
3.1052631578947367,1.736842105263158,1.526315789473684,181
3.1052631578947367,1.736842105263158,1.5789473684210527,107
3.1052631578947367,1.736842105263158,1.631578947368421,301
3.1052631578947367,1.736842105263158,1.6842105263157894,84
3.1052631578947367,1.736842105263158,1.736842105263158,126
3.1052631578947367,1.736842105263158,1.7894736842105263,249
3.1052631578947367,1.736842105263158,1.8421052631578947,301
3.1052631578947367,1.736842105263158,1.894736842105263,301
3.1052631578947367,1.736842105263158,1.9473684210526314,193
3.1052631578947367,1.736842105263158,2.0,222
3.1052631578947367,1.8421052631578947,1.0,164
3.1052631578947367,1.8421052631578947,1.0526315789473684,199
3.1052631578947367,1.8421052631578947,1.1052631578947367,129
3.1052631578947367,1.8421052631578947,1.1578947368421053,301
3.1052631578947367,1.8421052631578947,1.2105263157894737,249
3.1052631578947367,1.8421052631578947,1.263157894736842,242
3.1052631578947367,1.8421052631578947,1.3157894736842106,287
3.1052631578947367,1.8421052631578947,1.368421052631579,236
3.1052631578947367,1.8421052631578947,1.4210526315789473,157
3.1052631578947367,1.8421052631578947,1.4736842105263157,188
3.1052631578947367,1.8421052631578947,1.526315789473684,301
3.1052631578947367,1.8421052631578947,1.5789473684210527,301
3.1052631578947367,1.8421052631578947,1.631578947368421,247
3.1052631578947367,1.8421052631578947,1.6842105263157894,301
3.1052631578947367,1.8421052631578947,1.736842105263158,252
3.1052631578947367,1.8421052631578947,1.7894736842105263,85
3.1052631578947367,1.8421052631578947,1.8421052631578947,233
3.1052631578947367,1.8421052631578947,1.894736842105263,177
3.1052631578947367,1.8421052631578947,1.9473684210526314,144
3.1052631578947367,1.8421052631578947,2.0,68
3.1052631578947367,1.9473684210526314,1.0,161
3.1052631578947367,1.9473684210526314,1.0526315789473684,273
3.1052631578947367,1.9473684210526314,1.1052631578947367,222
